GENE	A2M	ABCA1	ABCA3	ABCC4	ABI1	ACOT7	ACP1	ACSL1	ACTC1	ADAM10	ADAM12	ADAM15	ADAM29	ADAMTSL3	ADAT1	ADCY7	ADM	ADSS	AGA	AHI1	AIFM1	AIM1	AJAP1	AKAP11	AKAP7	AKT3	AKTIP	ALDH1A2	ALDH1A3	ALDH8A1	ALG5	ALOX5AP	ALX4	AMFR	ANGEL2	ANK1	ANKMY2	ANKRD11	ANKRD6	ANXA1	AP1G1	AP4E1	API5	APOLD1	APRT	AQP9	AQR	ARG1	ARHGAP1	ARHGAP11A	ARHGDIB	ARHGEF16	ARL2BP	ARNT	ART4	ASCC3	ASXL1	ATF3	ATF5	ATF7IP	ATG5	ATHL1	ATP12A	ATP1A2	ATP1B2	ATP2C2	ATP7B	ATP8A2	ATP8B4	AVEN	AXL	AZGP1	B2M	BACH2	BAHD1	BAI3	BAMBI	BANP	BAX	BBC3	BCAS1	BCAS3	BCAT2	BCKDHB	BCL2L10	BCL2L13	BCL2L14	BCLAF1	BCMO1	BCR	BMPR1A	BRCA1	BRCA2	BRD3	BRD7	BUB1B	C18orf25	C5AR1	CA11	CA5A	CAB39L	CABP5	CALB2	CALCA	CAMK1D	CAMTA1	CAPN3	CARD8	CASC5	CASP3	CASP8AP2	CBFA2T3	CBLN1	CCDC28A	CCDC70	CCDC9	CCK	CCL17	CCL22	CCNA1	CCNC	CCND2	CCNE1	CCT2	CD33	CD37	CD46	CD69	CD82	CDADC1	CDH1	CDH11	CDH15	CDH8	CDK10	CDK4	CDKN1B	CDKN2A	CDKN2AIP	CDKN2B	CDKN2C	CDT1	CDX2	CENPF	CENPJ	CENPN	CENTG1	CEP152	CES1	CETP	CFDP1	CGA	CHAC1	CHAT	CHD5	CHD9	CHEK1	CHI3L2	CHIC2	CHMP1A	CHRM4	CHRM5	CHRNA1	CHRNA3	CHST1	CHST4	CHST5	CIAPIN1	CITED2	CKAP2	CLDN10	CLEC11A	CLEC2B	CLIC1	CLN5	CLOCK	CNGB1	CNOT1	CNR1	CNTFR	COL10A1	COL19A1	COL1A1	COL1A2	COL4A1	COL5A1	COL6A2	COL6A3	COL9A1	COMMD9	COPS2	COQ3	COQ9	COTL1	COX4I1	COX4NB	COX7A2	CPB2	CPM	CPNE7	CPT1B	CREB3L1	CREBL2	CRISPLD2	CRX	CRY2	CRYL1	CSDA	CSF1R	CSNK2A2	CSTF2T	CTDSP2	CTGF	CTNNB1	CTSH	CUL4A	CX3CL1	CXCL3	CYB5R4	CYBA	CYLD	CYP19A1	CYP1B1	CYP27B1	CYP2E1	CYP3A4	CYSLTR2	DACH1	DAPK3	DBC1	DBNDD1	DBP	DCLK1	DCN	DCT	DCTD	DCX	DDR1	DDX41	DDX43	DDX47	DEF8	DEPDC5	DFFB	DGKZ	DHODH	DHRS12	DHX34	DHX38	DIS3	DKK1	DKKL1	DLL3	DMBT1	DMWD	DMXL2	DNAJC15	DNAJC17	DNAJC3	DOCK9	DOK3	DOK4	DOPEY1	DPEP1	DSE	DSG1	DSP	DST	DTWD1	DUOX1	DUOX2	DUSP10	DUT	DZIP1	EAF2	ECHDC1	EDNRB	EEF1A1	EFHA1	EGFR	EHD4	EIF3J	EIF4E	ELAVL2	ELF1	ELL3	ELOVL4	ELSPBP1	EMP1	EMP3	ENOX1	ENPP1	EP300	EP400	EPB41L2	EPB42	EPHA2	EPHA4	EPHA7	EPHB4	EPHB6	EPM2A	EPO	EPRS	EPS8	ERBB2	ERBB3	ERN1	ESD	ESR2	ESRRG	ETFB	ETS1	ETV6	EXOC1	EXOSC8	EXT2	EYA4	F11	FA2H	FABP7	FAM46A	FAM48A	FAM63B	FAM83E	FANCA	FARP1	FBLN1	FBN1	FBXL18	FBXL4	FBXW7	FCGRT	FCN1	FCN2	FGF14	FGF21	FGF7	FGF9	FGFR1	FGFR2	FGFR3	FGFR4	FHL5	FIG4	FLT1	FLT3	FLT3LG	FNDC3A	FOXC2	FOXF1	FOXH1	FOXL1	FOXO1	FPR1	FRAP1	FRK	FRY	FRZB	FTL	FTO	FURIN	FUT1	FUT2	FUT9	FUZ	FYN	GABARAPL1	GABARAPL2	GABRB3	GABRR1	GABRR2	GALK2	GALNS	GALNT7	GAN	GAS6	GAS8	GATA3	GATA6	GATM	GBAS	GCHFR	GCSH	GDF15	GINS2	GINS3	GJA1	GJA3	GLG1	GLI3	GLRA3	GML	GNAO1	GNAS	GNB5	GOLGA8A	GOLGB1	GOT2	GPATCH2	GPC5	GPM6A	GPR12	GPR126	GPR176	GPR18	GPR19	GPR32	GPR56	GPR63	GPR77	GPR97	GPRC5A	GPT	GREM1	GRIA2	GRIN2B	GRIN2D	GRLF1	GRM1	GRM5	GRWD1	GSG1	GTF2F2	GTF3A	GUCY2C	GYPA	GYPC	GYS1	HAS1	HBS1L	HDAC2	HDC	HDDC2	HEATR3	HEBP2	HECA	HERPUD1	HES2	HEY2	HGF	HIF3A	HIPK2	HIVEP2	HLX	HMGB1	HMGB2	HMGN3	HOXA9	HPGD	HPN	HPR	HRC	HSD17B12	HSD17B14	HSD17B2	HSF2	HSP90AA1	HSPBAP1	HSPH1	HTR1B	HTR1E	HTR2A	IARS2	IBTK	ICA1	ICMT	IDH1	IFNA21	IFNGR1	IFT88	IGF1R	IL1RL1	IL20RA	ILK	IMPG1	ING2	INSR	INTS6	IQCB1	IQGAP1	IQSEC3	IRF2	IRF2BP1	IRF3	IRF8	IRS1	IRX5	ITGBL1	ITM2B	ITPKA	ITPR3	IVD	JAG1	JPH3	KALRN	KATNB1	KCNAB2	KCNC3	KCNG1	KCNJ13	KCNJ14	KCNJ16	KCNK2	KCTD12	KCTD3	KDELR1	KDR	KIAA0182	KIAA0408	KIAA0415	KIAA0513	KIAA1009	KIAA1467	KIAA1609	KIAA1704	KIF3B	KIFC3	KIT	KL	KLF12	KLF13	KLF4	KLF5	KLF6	KLHDC4	KLHL1	KLHL21	KLK1	KLK10	KLK11	KLK12	KLK13	KLK14	KLK15	KLK2	KLK3	KLK5	KLK6	KLK7	KLK8	KLKB1	KLRC3	KLRC4	KLRD1	KLRF1	KLRK1	KPNA1	KPNA3	KPNA5	KRAS	LAMA2	LAMA4	LAX1	LCMT2	LCP1	LDHA	LECT1	LEMD3	LHFP	LIG1	LIM2	LIN7B	LIPC	LMBRD1	LMO7	LRCH1	LRP2BP	LRP6	LRRC14	LRRC47	LRRN2	LTF	LTK	LUM	LYN	LYRM2	MAB21L1	MADD	MAF	MAGEA1	MAGEC3	MAN1A1	MANEA	MANSC1	MAOB	MAP1A	MAP1LC3B	MAP2	MAP3K14	MAP3K5	MAP3K7	MAP7	MAPK10	MAPK13	MAPK6	MAPK7	MAPK8	MAPK8IP1	MAPKBP1	MARCKS	MARK1	MARK4	MBD6	MBNL2	MBTPS1	MDK	MDM2	MDM4	MDN1	ME1	MED23	MED25	MED4	MEGF6	MEIS2	MET	MFAP1	MGA	MGP	MIA3	MIPEP	MKL1	MLF1IP	MLH1	MLNR	MLYCD	MME	MMP15	MMP2	MN1	MNS1	MOBP	MON1B	MOS	MOXD1	MPHOSPH6	MPHOSPH8	MRP63	MRPS31	MSH2	MSH6	MT1E	MT1G	MT1X	MTAP	MTHFSD	MTMR6	MTNR1A	MTO1	MTRF1	MVD	MYB	MYC	MYCBP2	MYCN	MYH14	MYLK	MYO1E	MYO5A	MYO5C	MYO6	N4BP1	NBEA	NBN	NCOA4	NDRG4	NDUFA10	NDUFAF1	NEDD4	NEFL	NEIL3	NEK3	NENF	NF1	NKG7	NMBR	NME7	NOD2	NOS3	NOSIP	NOTCH1	NOTCH4	NOVA2	NPAS1	NPAS3	NPHP4	NPTX2	NR1H2	NRAP	NSL1	NT5E	NTRK1	NTRK2	NTRK3	NUCB1	NUDT15	NUDT21	NUFIP1	NUMB	NUP62	NUP93	NUS1	NUSAP1	ODZ3	OGFOD1	OGFRL1	OIP5	OLFM1	OLFM4	ONECUT1	OSGIN1	OSMR	PABPC3	PACRG	PAK6	PAK7	PAPPA2	PAPSS2	PARK7	PARP11	PARP4	PAX5	PCCA	PCDH17	PCDH8	PCDH9	PDE6H	PDE7B	PDGFRA	PDGFRB	PDIA3	PDIA5	PDK2	PDLIM3	PDS5B	PDSS2	PDX1	PER3	PERP	PEX16	PEX3	PEX7	PFKP	PGLYRP1	PGM3	PGR	PHACTR2	PHF11	PHF21A	PHIP	PIGB	PIH1D1	PIK3C2B	PIK3C2G	PIK3CA	PIK3CD	PIK3CG	PIK3R1	PIM1	PKN1	PLA2G4C	PLAG1	PLAGL1	PLCB2	PLCG2	PLEKHA4	PLLP	PLN	PMFBP1	PML	PMS2	PNKP	PNRC1	POLD1	POLR1D	POLR2C	POMP	POPDC3	POSTN	POU2F1	POU3F2	POU4F1	PPFIA3	PPP1R14D	PPP1R15A	PPP2R1A	PPP2R5A	PPP5C	PRAME	PRB3	PRDM1	PRDM11	PRDM13	PRDM16	PREP	PRF1	PRKCD	PRKDC	PRKG1	PRMT1	PRNP	PROX1	PRPF4B	PRR4	PRRG2	PRSS1	PRSS23	PSMAL	PSMD7	PTCH1	PTEN	PTOV1	PTPLB	PTPN11	PTPN14	PTPRK	PTPRO	PTPRZ1	PYGO1	QKI	QRSL1	RAB27A	RAB32	RAB3GAP2	RAD51	RAP2A	RASGRP1	RASIP1	RB1	RBL2	RBM26	RCBTB1	RCBTB2	RCN3	RECQL4	RELN	RERE	RET	REV3L	RFC3	RFWD3	RFXAP	RGS4	RIMS1	RINT1	RNASE4	RNASEH2B	RNF146	RNF17	RNF207	RNF6	RNGTT	ROR2	ROS1	RPAP1	RPGRIP1L	RPH3A	RPL13	RPL13A	RPL18	RPL21	RPL22	RPL8	RPN1	RPS11	RPS6KA3	RPS6KC1	RPUSD2	RRAGD	RRAS	RRP15	RSU1	RTF1	RUVBL2	RWDD1	RWDD2A	RXRA	RYR3	SACS	SAE1	SALL1	SAP18	SAP30	SCEL	SCG3	SCG5	SCRG1	SDCCAG8	SEC22A	SEMA3B	SEMA6D	SENP6	SEPW1	SERF2	SERINC1	SERPINA3	SERPINA6	SESN1	SETD6	SF3B5	SFRP1	SGCG	SH3YL1	SHANK1	SHH	SIAH1	SIGLEC5	SIGLEC6	SIGLEC7	SIGLEC8	SIGLEC9	SLC12A1	SLC12A3	SLC12A6	SLC15A1	SLC16A1	SLC17A5	SLC17A7	SLC18A3	SLC24A5	SLC25A15	SLC25A30	SLC25A4	SLC26A10	SLC27A2	SLC28A2	SLC30A10	SLC30A4	SLC35A1	SLC35C1	SLC46A3	SLC6A16	SLC6A2	SLC7A1	SLC7A5	SLITRK5	SLTM	SMAD9	SMPDL3A	SMYD2	SNAP23	SNAP91	SNX13	SOBP	SOCS1	SOHLH2	SORBS2	SORD	SOX2	SOX21	SPACA1	SPATA2L	SPATA5L1	SPG11	SPG20	SPG7	SPHK2	SPIB	SPINT1	SPRY2	SPTBN5	SQRDL	SRP14	ST6GAL1	STARD13	STAT1	STK24	STMN2	STRAP	STX11	STYK1	SUCLA2	SULF1	SULT2A1	SULT2B1	SYMPK	SYNCRIP	SYNE1	SYNGR4	SYT13	TAAR2	TAAR5	TAF1	TAF1A	TAF1C	TAS2R10	TAS2R13	TAS2R14	TAS2R7	TAS2R8	TAS2R9	TAT	TBC1D17	TBC1D4	TBPL1	TCF12	TCF21	TCF25	TDRD3	TEK	TERF2IP	TERT	TFAP2C	TGDS	TGFB2	TGM5	THAP3	THBS1	THSD1	TIMP2	TJP1	TLR3	TM9SF2	TMBIM4	TMEM30A	TMEM62	TMEM87A	TMOD2	TMOD3	TNFAIP3	TNFRSF11B	TNFRSF1B	TNFRSF25	TNFRSF8	TNFRSF9	TNFSF11	TOP1	TOX3	TP53	TP53BP1	TP53I11	TP73	TPBG	TPD52L1	TPT1	TRAF3IP2	TRAPPC2L	TRIM13	TRIM24	TRIM32	TRIP11	TRMT11	TRPC4	TRPM1	TRPM3	TRPM4	TRRAP	TSC1	TSC2	TSC22D1	TSKS	TSPAN31	TSPYL1	TSPYL4	TTBK2	TTC17	TTK	TUBA3C	TUBB3	TUBGCP4	TULP2	TUSC3	TXNL4B	TYRO3	UBE2J1	UBL3	UCHL3	UFM1	UNG	USH2A	USP10	USP12	USP8	USPL1	UTRN	UTS2	VAC14	VAMP3	VASH2	VAV1	VAV2	VNN1	VNN2	VNN3	VPS39	VRK3	WASF3	WBP11	WBP4	WDR59	WDR5B	WDR76	WFDC1	WISP1	WISP3	WNT2	WT1	WWC2	WWOX	XPO4	ZBTB48	ZC3H11A	ZC3H13	ZCCHC14	ZDHHC7	ZFHX3	ZFP106	ZMYM2	ZMYM5	ZNF16	ZNF175	ZNF238	ZNF250	ZNF292	ZNF34	ZNF384	ZNF408	ZNF473	ZNF480	ZNF493	ZNF528	ZNF614	ZNF7	ZNF770	ZNF85
TCGA-02-0003	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TCGA-02-0007	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TCGA-02-0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
